tweet,polarity
"@lilyoftheveil17 I think the Camanava artists/bands have not played to an audience that big, except a handful that previously performed na in other Pink grand rallies. I think mas naexcite ang artists kesa kakampinks sa opportunity. ❤ #LeniKiko2022",
our #kakampink babies💕🌷🎀  https://t.co/nG25qMQaro,
Deserve natin ng presidenteng hindi iihian ang Taal. Lol  #LeniKiko2022 #LetLeniLead #LeniKikoAllTheWay,
"Ayala Ave, Makati as venue for Meeting de Avance ng #LeniKiko2022 on May 7 pleassse 🙏",
Hindi panatiko. Naniniwala lang na mas madami pa rin siyang magagawa soon for a better governance.  #KulayRosasAngBukas  #LeniKiko2022,
Kudos sa lahat ng organizer and volunteers. Galing ng mga kakampinks. #PasigLaban  #PasigIsPink,
kahapon ko na lang ulit kinanta ang pambansang awit ng Pilipinas nang may pagasa at proud maging isang Pilipino!!! #PasigIsPink,
My 40 minute portrait sketch for our next president @lenirobredo   #LetLeniLead2022  #IpanaloNa10To #VisualArtistsForLeni #kakampink  https://t.co/dXgfCg3Sib,
"""Ano sabi?"" ""Sino na nagsasalita"" #PasigLaban #PasigIsPink",
Lupang Hinirang  #KulayRosasAngBukas #PasigLaban #kakamPINK,
May tama ka jan. Kaya i-respct you 🌺 #samaSAMARtayongAangat #SamarIsPink #CalbayogIsPink #LeniKiko2022 #AngatBuhayLahat #IpanaloNa10To #LetLeniLead  https://t.co/R2bI1QeIub,
"wag kalimutan—in 2016, we beat him by a margin only twice this size.  ipanalo na natin ‘to!!!!!! #LeniKiko2022",
"Please help support #LetLeniLead, add a #Twibbon now!  https://t.co/58JaRkRwjy",
11:11 #LetLeniLead2022,
"@AleqsJav Maraming maraming salamat sa serbisyo, #Kakampink 💗💗💗",
No! #LeniKiko2022 the best tandem ever!!,
RoSa stinks of desperation. #LeniKiko only! 🌸🍏,
"Sandali, mga #Kakampink. Siguraduhin din nating lumabas at makipag usap sa mga tao sa labas ng social media. Talk to your family, your friends, or your community who are still undecided. Let's use the energy from the campaigns to reach out and educate. 💖 (1/5)",
@eacruzjr @BBMLoyalist @teamlenirobredo #leniWAGMANDAYA #HALALAN2022 #LENILUGAW🤣🤣🤣,
"The chant for VP @lenirobredo’s name rings of affection, respect, admiration, trust and hope. 💗 #PasigIsPink #PasigLaban #10RobredoForPresident #7PangilinanVicePresident",
@ricadlsreyes Ang ganda po ng shirt 💗💗💗 Padayon!!! #PASIGLaban #PasigIsPink #LeniKiko2022,
Today and tomorrow the Tropang Angat will be in Samar provinces. Eastern Samar gov Ben Evardone and Northern Samar gov Edwin Ongchuan will officially endorse VP Leni  #SamarIsPink #NorthernSamarIsPink #LeniKiko2022  https://t.co/RHaW8NP9Al,
"Mga #Kakampink ! So happy and proud to share na buong pamilya (mga anak ko, manugang, magulang, kapatid at mga pamangkin) ay puro #LeniKiko2022 na! Pati ex-wife ko, #Kakampink din! 🤣😂",
"LOOK:  Nagsagawa kahapon ang Solid Leni Pilipinas Makati ng house-to-house campaign sa Brgy. Palanan, Makati.✨💗  Pasasalamat sa suporta ni Redg de Vera ng Brgy. Palanan.🤗  Tara na, ipanalo na natin ito! ✊️💗  #RPCMakati  #AngatBuhayLahat  #LeniKiko2022 #RosasAngKulayNgBukas  https://t.co/mxQAokXDVH",
"Lahat ng mga nakausap ko kahapon, kilala ko man o hindi, tunay na may mabuting loob.   Late na rin nakauwi at sa huling van na dumating, nagsiksikan na lang kami para raw makauwi kami ng kasama ko.  Nasa tamang mga tao ako.  Nasa tamang presidente tayo. 💖  #PasigLaban  #LeniKiko",
I am inviting you all to do the Melai challenge! Grabe ang energy ni Melai. Bongga ng dance steps! 😆 Si Leni at Kiko sa Pasig ay panalo! 💖  #PasigLaban #NuevaEcijaIsPink #CaviteIsPink  https://t.co/g4jf6NZWmb,
@inquirerdotnet Maraming ibig sabihin ang imaheng ito: 1. Suportado ba sya ng Muslim? 2. Nagsanib puersa ang Muslim at NPA para kay Lenlen? 3. Naging lutang na rin ang mga Muslim para kay Leni? 4. Lutang na rin ang Inquirer? #LeniTangaSaLahat #LeniLutang,
@agnesreoma @patlasaten anong feeling magperform sa 137+ na crowd yung feeling nyo po sa #pasiglaban,
"Hi mga #Kakampink , meron bang #SanJuanForLeni? Our mayor here is a diehard supporter of the red team, and I hope someone can organize a gathering here so we can do house to house campaign to promote #LeniKiko2022 :D #SanJuanIsPink #KulayRosasAngBukas #AngatBuhayLahat",
HAHAHAHA THE BEST THING I'VE SEEN TODAY. CTTO.  #LetLeniLead2022 #PasigIsPink #ValorantPlayersForLeni  https://t.co/QU0wVc1TBJ,
"Ang tagal kong nawala sa twitter and facebook; not voicing out my political views kasi napagod ako.   All throughout college sabi ko lalaban ako, I will call out and be called out for the best pero nakakapagod talaga. I think now would be a good time to start yet again. #LeniKiko",
This is too much! #Halalan2022 #letleniread #KulayRosasAngBukas  https://t.co/ZvMhKJycFY,
yuto and kino in #PasigLaban 😭😭😭😭😭😭,
"@baaarigood Correct doc,,#kakampink for life",
@ms_bluemagic @eyh_1103 Yes!!! #MAKATIndig 💓💓💓 #Kakampink #LeniKiko2022,
Napakasarap tumindig para sa Gobyernong Tapat 💓💕💗 🇵🇭🇵🇭🇵🇭   #GobyernongTapatAngatBuhayLahat #KulayRosasAngBukas #PasigIsPink #PasigLaban #IpanaloNaNa10To #LeniKiko2022  https://t.co/wss1a7oe9q,
OUR PRESIDENT. Paupuin na yan! #LetLeniLead2022 #Robredo,
Momshie Jolens 🥺💗  #Kakampink #PasigLaban #PasigIsPink #LeniKiko2022 #KulayRosasAngBukas  https://t.co/VTayHmOGnf,
Can #LeniRobredo lead? Credentials of her Presidential application below.  https://t.co/Pw6pELnQiL,
Wag nating sayangin ang #TropangAngat  45 - @AttyMatula  38 - @AlexLLacson  4 - @TeddyBaguilatJr   #Kakampink sa senado.,
Gusto mo bang sumama? 🌸💗  @TheatreForLeni   #LeniKiko2022  https://t.co/9VDCy0Rsri,
@dawn_cel ayos!!  #AngatBuhayLahat  #10RobredoForPresident #LetLeniLead2022  #YesToLeniKiko2022,
"@mcLareeeeen Panigurado kampon nila Bongbong Marcos 'to, bastos at walang modo, pakitang tao lang",
Walang kakampink na magugutom! Grabe talaga ang generosity ng mga kakampinks! 👏🏽👏🏽🌷🌷  Tiktok: csilvestrejr  #LeniKiko2022 #Pasiglaban #KulayRosasangBukas  https://t.co/VQxGx3NnKm,
"the way tatay Elmer said ""nasa sa iyo ang pag-asa namin."" same thought tatay. 🌷💓#KulayRosasAngBukas #LetLeniLead",
The only Philippine President who had to pack up and run away from his own country was MARCOS. Why? Think about that! #CAMANAVAisPink #CAMANAVARocknRosas #KulayRosasAngBukas,
"pero napaiyak na lang talga ako kanina dahil lalong nagsink-in,na ngayon,bukod sa pagpapa-saDiyos,ay may ginagawa na ako para tulungan sila– ang pagkilos for #LeniKiko2022. isa to sa mga pinakamabisang paraan para tulungan lahat ng mga nawawalan ng pag-asang makaahon sa buhay!",
"Diamond Star, Ms. Maricel Soriano is Certified Kakampink! 💗🌸 #Kakampink #LeniKiko2022 #LeniRobredoForPresident",
pINK #Kakampink,
KATYCATS FOR LENI ROBREDO 💗 #LetLeniLead2022  https://t.co/AYwoh6ts5X,
@IchayRay @ColmenaresPH Yeahh kailangan manalo ang #LeniKiko tayo na bahala kay sen Colmenares.. ipapasok natin sya. #TarlacIsPink,
Inaayos na ng kakampink yung mga nasirang halaman na inireklamo sa tiktok. Maraming salamat kakampink 🌸🌸🌸 #Pasiglaban #PasigIsPink  https://t.co/botp0ifzgk,
#KulayRosasAngBukas 😘,
"When presidentiables did not show up during SMNI debate. Our reactions: ""WE DON'T CARE"" , when BBM did not attend Comelec debate, hala! Naghahanap ang mga BOBO! So, whats the difference?   If BBM attended the Debate will you vote for HIM? You hypocrites and mediocres. #LeniKiko",
#LeniRobredoForPresident #Kakampink #PasigLaban  https://t.co/iTH9VvAM5N,
Last week's water!! Thank uuu sa mga nag iikot para mamigay. 💗💗 #PasigIsPink #PasigLaban  https://t.co/ijqZPoBgNF,
"Ang hirap makipag argue sa mga taga kabila....mauubusan ka ng pasinsya, unang labas pa lang sa bibig nila..FAKENEWS na...pag pinakitaan mo naman ng FACTS..respect na lang daw sa gusto nila..🤦‍♀️🤷‍♀️  #LetLeniLead2022",
"Wow, Caloocan, Malabon, Navotas, and Valenzuela, you definitely are Camanava baby!!!  Don't forget to hydrate and enjoy coz it's time for #CAMANAVAisPink. 🌷💗  Salamat mga #KatRoPa #IpanaloNa10To  #LeniKiko para #KulayRosasAngBukas at #AngatBuhayLahat 🇵🇭",
"Hindi na talaga siya rally, it’s a movement! 💗 (c) #LeniKiko2022 #KulayRosasAngBukas #PasigLaban  https://t.co/H2JuVDwlIU",
Sagot ni Tatay Elmer Cordero kung #BakitSiLeni  https://t.co/59FgURrlSM via @YouTube,
"Yes, I will dare say it.  Her hands are God's hands.  Oh to be touched or held by those healing, hopeful hands! 🙏🏼💖🥺  #LeniRobredo",
Ariana Grande added Leni and Kiko's grand rally videos on her instagram highlights.Ariana holds huge number of followers on ig and I believe shes politically aware and made some research before posting it on her stories. + #ArianaGrande #10RobredoPresident  #PasigLaban  https://t.co/SRJfpXuYcG,
Check niyo ig stories ni Ariana Grande and Bretman rock!!!!! #LetLeniLead2022 #LeniKiko2022,
"Aliw yung parallels na nabiBillboard at inspiring leadership na radikal ang magmahal at choosing to be kind. That inspiration translates to action offline, like taking care of each other during events. I'm lucky to have seen this first hand. 💙💗 #NuevaEcijaIsPink #PasigLaban",
#DapatsiLeni  https://t.co/oNDlxsrb48,
Pasiglaban 💟 130k+1 💕 #PasigIsPink  https://t.co/15vMMibBjQ,
Knowing that I stan the right person makes my heart full of Joy. One of my crushie @Dogninong is a #Kakampink 🌷,
"PH Streamers!  Let's use our platforms in support of VP Leni Robredo for the upcoming elections dahil #KulayRosasAngBukas!   By filling up this form, you agree to be part of the initiative for Streamers for Leni &lt;3 #LabanLeni!   https://t.co/lvFBGrpabJ",
This is the kind of President we want for our country. NAKIKINIG #LetLeniLead2022 💖,
@feb_22_22 Kung sukatan ng pinag-aralan... Jillian provided a more intelligent speech than Sandro  #AngatBuhayLahat #KulayRosasAngBukas #SamarIsPink #ItodoMoTondo,
Campaign Saturday with @nikkimerle @Caloy_thegreat! Urban farming beside the Laguna Lake! Isipin mo yung damages kapag nagkaroon na ng Laguna Lake Road Network dito. @lenirobredo @kikopangilinan please consider other options once you're elected in office.  #KulayRosasAngBukas  https://t.co/TchuRNeh8P,
"Bawat plataporma, may katumbas na track record. Bawat accomplishments, may katumbas na resibo. There is a reason kung bakit ang sagot na lng palagi ng kabilang kampo ay “respect my opinion”. Bcoz hanggang dun na lang yun, opinion not backed by facts. Kaya kay #LeniAngatBuhayLahat",
Ang init ng Marso pinapawisan pati mata ko♀️💪🌸 #DapatSiLeni #HusayAtTibay,
that medj first bahay na bubungad sayo after labangal arc??? yes! #LetLeniLead,
"Lol, #Leni using issues of others to convince people to vote her. How toxic.",
I love @amsaphil HAHAHAH puro pink branding ng projs 😖 #LetLeniLead2022 💖,
WALANG SOLID NORTH !!! 🌸🌺  #LetLeniLead2022,
"One small win is that I discovered a child of a staunch LBM fake news peddler won't vote for LBM. In fact the child went as far as to say, ""Hindi daw siya magnanakaw"". So again. May your offspring turnout exactly like the person you're voting for. #LeniKiko2022  https://t.co/uvrRNBwXab",
Goosebumps!!🎀  #PasigLaban #LeniKiko #PasigisPink,
This is just a glimpse of pur Future with @lenirobredo #PasigIsPink,
"BRETMANKROCK IS A #Kakampink LATE NA NAMAN AKO, PERO HOMAYGHAD???? 😭🌸  #KayLeniNaTayo #KulayRosasAngBukas  https://t.co/yX7xviGN1a",
#LetLeniLead #LeniForPresident2022  #PresidenteKoSiLeni,
@ebedancel!!!  Si Leni at kiko sa pasig ay panalo!!!  #PasigLaban  #HusayAtTibay 💪🏼 #DapatSiLeni 🌸 #PasigIsPink #LeniKiko2022 #AngatBuhayLahat,
Nakikiayon ang langit  #KulayRosasAngBukas #ENderthesamesky  https://t.co/1Qll7mc6Mk,
Sino naisip mo sa post na ito? #kakampink  https://t.co/j8lwnThmvV,
"I SUPPORT VP LENI ROBREDO AND MY VOTE GOES TO HER 💗. SO IF BBM KA, UNFOLLOW ME. WALA PO AKONG PAKIALAM. #LetLeniLead2022 #KulayRosasAngBukas",
Ayan ngayon ko lang nalaman to dahil I live under a rock ika nga nila   Get yourself this Twibbonize Frame at  https://t.co/dNRN4KlN9C Don't forget to follow @twibbonize for further updated info! #LetLeniLead #LeniRobredo #LeniRobredoForPresident #KulayRosasAngBukas #twibbonize,
Nakakatuwa lang na the 2 other speakers sa webinar ko today parehong #kakampink and are talking about the events they will be attending today and tomorrow for VPLR. Napapa-wish ko lang ako. 😍,
I'm going to the pink rally at April 9 omggg  #kakampink,
Punta kang Leyte kuya March 29 charoth #KulayRosasAngBukas  https://t.co/OlmeCVWI3G,
@malenstheresia #CAMANAVAisPink #LetLeniLead2022 #NoToMarcosDuterte2022 !!!!,
"Gulatin natin si VP Leni sa May 9,2022. Sa pamamagitan ng landslide win.  #LeniRobredo2022  #LeniKikoAllTheWay  #LeniWanagSaDilim  #LeniKiko  #LeniKikoAllTheWay  #TropangAngat",
Forgot to share this. #PermissionToDance was played too.  Will post non #BTS pics/videos on IG  #PasigLaban #PasigISPink  @BTS_twt  https://t.co/OLRLDubWnC,
@Eli60300604 @mysweetcupoftea Wow grabi. Tumindig balahibo ko habang pinapanuod ko ito...#LeniKiko💕 from Cebu..,
"Went out to join this rally with fellow Filipinos campaigning for #LeniKiko2022  Libreng lugaw, donuts, kape, cupcake, at kung anu-ano pa. Some mentioned that this is one of the best selling cupcakes made by a 🇵🇭 and is given away for free  #letlenilead #Kakampink #kakampinkny  https://t.co/6YTN4wYjSK",
"On my next #LeniKiko2022 Rally, I will:  - get enough sleep a night before - wear pink and comfy outfit - bring extra pink shirt, foldable umbrella, and folding/ twist fan - bring a bottle of water, candy, and some snacks - stay at fun and spacious area kahit malayo sa stage.",
@deeeyxxx @FelisaAutida4u Sige lang troll kayod pa #CAMANAVAisPink #LetLeniLead2022 #NoToMarcosDuterte2022,
I am one of the 137K. Proud to represent Singles For Leni.  #PasigisPink #PasigLaban  https://t.co/YrGYszFk7U,
trying to imagine a poly relationship of all my genshin waifus and how the fuck they date each other from across 3 regions of teyvat lmao i need a fanfic,
"Queen of Bardagulan Ex-Commissioner Rowena Guanzon leads the crowd to ch...  https://t.co/owZiz0blta via @YouTube 203 bilyon pesos wer na u dito na me ,,superwoman ,,truthfully,,#LeniKiko 2022",
"alam niyo ba yung sa brookhaven yung mataas na billboard na pwedeng sulatan? wala lang, sinulatan ko lang siya ng #LetLenilead2022 with color pink na background ^^ kung 'di m alam edi wow sige scroll k na ulit :D",
@attorneygrande @2022Pelepens Yuck unithieves #CAMANAVAisPink #LetLeniLead2022 #NoToMarcosDuterte2022,
"Napangiti mo ako kuya 🥹🌸🎀  Habang nasa daan narinig ko yung “Kay Leni Tayo” na kanta kay kuya pala galing. Kahit namamasada tumitindig pa rin 💖🌸  Tumitindig ako kasama niyo, para satin to!!!  Magandang Umaga! #Ipanalona10to #KulayRosasAngBukas  https://t.co/QHfQszhCiI",
Just debuted in Ariana Grande’s story AAAAAA🥺🌸 #PasigIsPink #PasigLaban #ArianatorsForLeni #LetLeniLead2022  https://t.co/x28hwMAoZT,
We are growing!!  Nakakatuwa! All fighting for the greater good!  #MSUansForLeni #MSUanInNCR #Kakampink #LeniKikoAllTheWay,
"@SalazarKerby Ang paglalahad ng katotohanan ay pagiging matapang, malakas.  #LeniMalakas #LeniMatapang",
Idol @CarloHornilla ang galing mo sobra. Sayang di ako nKapagpapicture sayo😞😞 #PasigLaban  https://t.co/kc2cZgs3q3,
Got to see my President and VP up-close for the first time yesterday. 🌷💕🎀🌸💖 #LeniKiko2022 #CAMANAVAisPink #LetLeniLead  https://t.co/Qm9ik8wtSv,
Hello #Kakampinks 💗   May alam po ba kayo kung saan pwede makakuha ng mga PAMAYPAY NA LENI within QC? Mag house to house kasi kami and para maisabay kasama ng mga aprons. Salamat po!   #QCforLeniKiko #LeniKiko2022,
huy magmove on na kayo HAHAHAHAHAHA daming inggit ah #PasigLaban,
"Para sa future nitong cutie na baby boy! 💖 bb ka pa lang, oppa ka na. 🥹  #LeniForPresident2022  #LeniKiko2022  https://t.co/4UiA5OxsWj",
See yah tomorrow #BiliranForLeni  💕🌸💕🌸🎀🎀🎀  #BiliranIsPink #KulayRosasAngBukas #LeniKiko2022 #LetLeniLead,
#leni #lenirobredo #pasig #philippines  https://t.co/queuMSZLaS,
i still feel lowkey irritated that my raiden shogun literally has 0 elemental mastery. like i know it's not much couldn't it be like 10 or something,
"Imagine #LeniRobredo, a human rights lawyer with a proven record of public service, becoming President of the Republic of the Philippines",
LENI KIKO LENI KIKO LENI KIKO #PasigIsPink #PasigLaban  https://t.co/LZQsrGMfMH,
taray hahaha #PasigLaban,
The comment section! Why riding a bus an issue but not the non-payment of tax? #GisingPilipinas #ipanaloNa10To #KayLeniNaTayo #10RobredoPresident #Leni #Robredo #AngatBuhayLahat   https://t.co/C7m7VSSBjd,
— HAHAHAHAHHAHA yea #KulayRosasAngBukas    https://t.co/ezH8hj0yST  https://t.co/nBVcxWEPdN,
"Nakaka-sepanx yung #PasigLaban . Palibhasa lahat ng taong makita at makasalubong mo turing sayo kapatid, kaibigan. Nakangiti at punum-puno ng pag-asa. 💗☝🏼💯  #LeniKiko2022 #LetLeniLead",
"Yes,sana sumasabay na si @gabpangilinan  @gabvalenciano  sa mga local house to house kay Doc Tricia or Aika. #LeniKiko2022  #SamarIsPink",
#PasigIsPink #TarlacIsPink #LetLeniKikoLead2022  👇,
Mama @lenirobredo ang hirap makipaglaban sa mga sarado isip. Pero iisipin kong di sayang ito para sa anak ko. 🥺  #DapatSiLeni #LeniRobredo2022,
Gnagawa talaga nilang bobo at tanga kapwa nila Pilipino! BIR na mismo nag padala ng demand letter sa knila sunod ssabihin fake news n politics lang daw! #LetLeniLead #LeniKikoTeam2022 Bongbong Marcos spox on unpaid estate taxes: This is all about politics  https://t.co/j6v4i7sywo,
"favor po, hinahanap ko where to buy this light stick, nakita ko sya sa #PasigLaban ang ganda 💖 pa help naman po please 🙏🏻 tia! 🌸💖🌸🥰  #lenilightstick #LeniKiko2022  https://t.co/4lJ9fDCBBV",
I'm so grateful and happy to be a part of this 137k strong crowd! 🌸✨  #PasigLaban #HindiKamiBayad #LeniForPresident2022  https://t.co/GrS8UDNYG2,
L - Lawyer E - Ekonomista N - Nanay I - I Love You Sunghoon  #LetLeniKikoLead2022  #IpanaloNa10To #KulayRosasAngBukas  https://t.co/I2usscGtGV,
I strongly agree! VP Leni is the most qualified candidate for president. She is a woman with integrity. Kaya #DapatSiLeni 🌷🌷,
#kakampink good mornig may isa na naman pong survey na kailangan nating sagutan at ikalat. link po 👇  https://t.co/xthVh8nZYR ATM  https://t.co/npjXNrDP6x,
"Karamihan ng mga ‘boomers’, maski magulang ko, puro TIKTOK ang source of information kaya laging nabibiktima ng fake news against Leni. What if magtulong-tulong ang mga kakampinks gumawa ng content doon to spread factual infos. 🤔 #LeniKiko2022",
Salute 🙇🎀 #LeniKiko2022 #KulayRosasAngBukas,
Just beside Coffee Bean and First Aid area. Cannot move anymore. Shoulder to shoulder. The energy is on the next level. Hirap sumabay sa mga bagets! #PasigIsPink  #PasigLaban  https://t.co/YouyLuAUNd,
Nabigyan ng Hansel &amp; Rebisco (Strawberry flavor 😊) at Pili Nuts from volunteers. Maraming salamat sa inyo. #Kakampink #Kakampinks #PASIGLaban,
Grabe kayo! Go Nueva Ecija! 💕 Walang Solid North! #NuevaEcijaIsPink  #GobyernongTapatAngatBuhayLahat #AngatBuhayLahat #RosasAngKulayNgBukas #LabanLeniKiko2022 #LeniKiko2022 #LabanLeni #LeniWarriors #YouthForLeni  https://t.co/pJSB2I4CrX,
"forgot the sense of satisfaction you get when you try and help out on something that is bigger than you. 🌸🌸🌸  see u tomorrow, ka- kampinks for our youth team building!!  #PaeteForLeniKiko #KulayRosasAngBukas",
