tweet,polarity
"@KaTindig2029 ""failed to prove"" daw ang mga lugalistang bulag, pipi at bingi.... #MarcosMagnanakaw  #MarcosNumber1Sinungaling  #MarcosDuwag  #MarcosDuwagTalaga  https://t.co/PdRKIIbCJU",negative
wtf putangina kayo #BringBackMarcos,negative
"The debates I had with BBM supporters are unfair since their arguments are weak and from fake news. Before you have a rebuttal debate with me, make sure you do your research first. #BBMduwag #BaBackoutMuli #LeniKiko2022",negative
wave gagayahin bbm,negative
tama debat tom backout mode bbm aattend,negative
"If they fought fair and square, less “bickering” would happen.  Also, the audacity to say that the ultimate goal is to fReE tHe pEoPlE fRoM tHe GrIPs oF pOveRtY ha. BBM could help do that by returning their ill-gotten wealth, paying their tax liabilities, and #MarcosMagnanakaw",negative
Woi! Wag nyo ko maghantay mag talk talaga! Wag din kayo makasigaw ng hindi kayo bayad! #BBM Kaya dun tayo sa hindi nagsisinungaling #LetLeniLead2022 #KulayRosasAngBukas Pinipilit ko talagang maging mabait for Leni! Tama behavior! 💖🎀🌸  https://t.co/7pbyavdvl7,negative
namamato flyer martial law negat campaign bait baitan,negative
My friend's family is a victim of the Marcoses. His lola suffered and her tita died because of the unjust confiscating of land titles. #wakeupphilippines #notoBBM #notoMarcos #Election2022,negative
tunay loser,negative
oportonista eneendors sigurado nagnakaw dude around impokritong magnanakaw,negative
ambait abia cbn nakakabit pangalan bbm son dictat,negative
@lenirobredo pinklawan kayo ang tunay na mamatay tao at magnanakaw ng bansang Pilipinas.Mga lider kayo ng NPA kaya mga supporter mo bastos at mahilig sa kaguluhan dahil gawain nyo talaga yon!👺👺👺 #StrongerUNITEAM #BBMSaraUNITEAM  #BBMIsMyPresident,negative
Marcos prepared for this campaign for 6 years. He wants to be the President so bad but he is not ready for the responsibilities. He just wants the power and that's it. #MarcosMagnanakaw,negative
@smninews BongBong Marcos has been found guilty by a Regional Trial Court and the Court of Appeals of tax evasion for the billions of pesos in unpaid taxes racked up by the Marcos estate. Given his record of delaying and obstructing the return of ill-gott,negative
"This will be the glimpse on how Marcos Jr presidency will look like. Bawal tanungin, bawal magtanong, bawal magpaliwanag.  #BBMDUWAG  #BaBackoutMuli #MarcosDuwagParin #LeniDuwag  #ArawNgRosas",negative
"Ikaw, inis na inis ka kasi kada sweldo nagbabayad ka ng buwis. Pero ang mga Marcos P203 BILLION ang utang, iboboto mo pa rin. Ayyy, 2022 na, tanga pa rin yarn??!!!  #MarcosConvicted #MarcosTaxEvader #bbmduwag #MarcosMagnanakaw #NeverAgain  #NeverForget  https://t.co/m5zYES1DFY",negative
gobyernong tapat patay,negative
The last? HAHAHAHAHAHA tang ina mooo ang bobo mo 🤣😂🥴🤣😂🥴 utak nasa talampakan  #SMNITheDeepProbe  #MarcosMagnanakaw  #LBMsMagnanakaw,negative
legit ebidensya bayaran gawa gawa lbm siraan kakampink,negative
@inquirerdotnet Ferdinand Marcos Jr has so far failed to assure us that his election will not be a prelude to finally burying the efforts to recover all ill-gotten wealth that have lain hidden in the labyrinth of injustice these past 35 years.  #MarcosDuw,negative
liliosa hilao student journalist martial law prison die detent old bbm camp never acknowledg fall rememb,negative
campaign ill campaign,negative
"YUNG ABSENT KA NA NGA, PERO NA-MENTION KA PA RIN. AKALA MO BA MAKAKATAKAS KA? #BBMLoser #MarcosDuwag  https://t.co/PN9nHjXr4i",negative
@RexRemitio @cnnphilippines team Magna!!! tEam Magnanakaw #lakisanakaw #teammagnanakaw #marcosmagnanakaw,negative
"@PhilippineStar I lived through the bloody Marcos regime, I have done my research and have taught my children to continue to research and listen to #Facts  #Fact is #MarcosMagnanakaw —well documented na nagnakaw kayo sa kaban ng bayan, at human rights v",negative
napanood ko yung sumisigaw ng magnanakaw kay BBM mukha naman clang edukado asal demonyo talaga.. grabe mga pinklawan nagmana na cla sa nanay nilang lutang at MaDumb..  #BBMForPresident2022  #BBMSaraUNITEAM,negative
"Sara w/o H lang yan. Baka Walden Bello 'to. Kung matapang ka, debate nga kayo oh. Hawakan mo nga tengaa. E duwag ka pala ih, same kayo ng running mate mo. Ewww.  #MarcosDuwag  #SWOHDuwag",negative
bayad tax ipakita love countri rob countri yawa,negative
jusko miss wonder magkaintindihan litonglito incompetent answer,negative
chikaaa never sinuportahan marcos support time imagin harap harapang tataksil iw natalo feel presid halatang,negative
refusing accountability. boy kapal nga talaga.  #MarcosMagnanakaw #MarcosDuwag,negative
paninira leni pilipina tawag don sourc basa basa panay tanong hanapin,negative
comment pink tiktok attack loyalist patol mode good lord argument insan somebodi book internet trustworthi where info virus theyr terribl infect,negative
Ampaplastik!!!  #MarcosDuwag  #magbayadkangtaxmo,negative
"@4sis4leni Kapag #MarcosMagnanakaw na rally yan, malamang madami nang nadukutan 😂",negative
victim pakibayad kubg totoo,negative
"@MacLopez769 Eto oh, mag jakol ka na lang at kung anu-ano na naman yang sinasabi mo na parang ang linis mo letse ka!  #MarcosMagnanakaw  #MarcosDuwag  #MarcosTaxEvader  https://t.co/AUnhd4Eaw8",negative
@vannjhoe @marpergreys @eboymnl @lenirobredo Ang alam kong LGBT may utak kayo lang ata wala.  #MarcosDuwag  #MarcosSinungaling #MarcosMagnanakaw  🤡👊🐶🇨🇳,negative
"Nakinabang sa ninakaw Ng ama, umiwas mag-file Ng tax Ng ilang taon, Hindi pa nagbabayad Ng P203B na estate tax. Tapos gusto nyong iboto bilang pangulo Ng bansa. #NeverAgain #MarcosDuwag",negative
People Power ang nagpaalis sa mga Marcos.  People Power ang mag tutuldok sa mga Marcos.  #MarcosMagnanakaw  #kakampinkpower  #Kakampink  #LetLeniLead2022  #KayLeniNaTayo,negative
kilo kilo bayaran gawain muka namang magnanakaw fuck prove either,negative
The original clout chaser. #thekingmaker #MarcosMagnanakaw  https://t.co/BzywwPdgUI,negative
pagooverthink simpleng bagay jusq natatakot manalo substanc hayop irl presid ph ayusayusin desi life mare trip,negative
pinagtatawanan bansa believ peopl pilipina makakakita hamak haba resibo katiwalian ring tumakbo highest seat power,negative
Himala @bongbongmarcos hahahaha buti walang conflict sa schedule mo ang SMNI debates na pag-aari ng isang s*x offender *cough* *cough* Quiboloy hahahaha regardless you're still a f*cking coward you hear me!!!  #MarcosWeak #MarcosDuwag #MarcosCoward,negative
Bumenta na dati to. Style pa rin ba yan ngayon? #NoToBBMSara2022  #MarcosMagnanakaw  #MarcosNumber1Sinungaling  https://t.co/jpUsBka6KM,negative
"@fggdeg5 Pasensya na po Ser, pag sabihan na lang po namin si Mam Toni na uminom ng Lola remedios at Roar na lang ang kantahin. Peace po Ser. #bbmsarauniteam2022",negative
self proclaim pusang basher pinklawan pusa activ polit view,negative
true leader bayag,negative
imagin todo debat tanggol debat mapagtanggol saril bobo sayang ire nanay,negative
singilin magpapaka inutil billion napakalaki habol maliliit onlin seller youtub tos sisingilin multipl standard ipatupad bata pantay pantay,negative
loyalist real desperado,negative
pagkakaisa nagkaisa kayatngiwitayo magkaisa upang makamit pagkakaisa,negative
“Huwag na nating hanapin ang ayaw humarap sa atin.”  - Future Philippine President @lenirobredo.  #PiliPinasDebates2022  #LeniRobredoForPresident #LeniKiko2022 #MarcosDuwag #MarcosDuwagParin #MarcosKriminal  https://t.co/6eBpZ9alsC,negative
leni presid,negative
"kesyo ang Kakampinks daw ay nagmomonopolize ng Fact checking at ang lagi daw na punterya ay ang kampo ni Marcos kasi daw sila ang nangunguna sa ""credible surveys""  duh, credible news channels po ang Fact Checkers!  Break Free from Tulfo Gaslighting. #PasigLaban #MarcosDuwag  https://t.co/jTAU60B6QA",negative
"OH WALA KA NANG MABATONG VALID ARGUMENT NO? May pa-RA1123 ka pa, di mo naman alam context HAHHAHA. 'Wag ka kasi puro axie. At dahil curious ka sa grade ko, ayan may reveal.   Mapagpatol tayo for today's viryeoww. #MarcosMagnanakaw  https://t.co/7GQ1xwwblE",negative
babasto sisigawan magnanakaw basic human right speak gmrc wave,negative
bongbong found guilti region trial appeal tax evas billion peso unpaid tax rack given record delay obstruct return illgott,negative
ngaw ngaw kampon kadiliman pahiya pahiya jushkopo pilit pinaptrend,negative
@PhilstarNews @bongbongmarcos  si pduts mismo nagsabi na COCAINE ADIK ka. BIR mismo nagsabi na may UTANG pamlya mong ₱203B. Tatay mo mismo nagsabi na TAMAD ka. Korte mismo nagsabi na TAX EVADER ka. Oxford mismo nagsabi na WALA KANG DEGREE. Asan fake new,negative
@AnalynMuko @pinkpawer2022 takot magisa n nmn ng walang mantika... walang bayag.. #MarcosDuwag,negative
payag ka? mamatay matay ka kakatrabaho at magbayad ng buwis tapos iboboto mo magnanakaw lang pala ulit hahahahah   #MarcosDuwag  #MarcosMagnanakaw  #MarcosNumber1Sinungaling   https://t.co/1fwRtS82LF,negative
tandaan pilipino nagpalamon kasinungalingan pagbibintang dilawan kakampinkwlang perpekto nakikita kamalian mabubuti,negative
tahol tahol totoong sala maunahan takpan totoong behavior nagawang nakawan crime dinadaan daldal delicadeza,negative
matalinoon super matalinodi bobong trollayaw magnanakaw sinung tax evad addict peke diploma tamad hang around jobless noth ear,negative
this is hilarious lmfao #MarcosMagnanakaw  https://t.co/vkrLPh7U8J,negative
malaman lbms gagaw issu mayayaman nagsasabi bayaran imbento,negative
nakinabang ninakaw ama umiwa magfil tax taon nagbabayad tax iboto pangulo bansa,negative
"Pagawsa na tanang naas prisohan. Mga r4p1st, mUrd3rers, PDF files ug drUg L0rds. Tawo raman sab na sila makasala, walay limpyo aning kalibutana. Si Susej nay bahala nila. Sa mga pamilya sa biktima, move on namo. Abolish na ng judiciary. Stiha mo  #MarcosMagnanakaw",negative
PABIGAT KASI PALAGI.  #MarcosNumber1Sinungaling #marcoslagingabsent #MarcosMagnanakaw #NoToMarcosDuterte2022,negative
famili though sever popul continu bash bbm know take reveng termin peopl throw hurt word optimist advers,negative
"Ang respect, ine-earn yan at hindi iniimpose. And at your age Analyn, act your age! #MarcosMagnanakaw",negative
Proud na proud pa si Marcoleta. Don't vote for that freak who made thousands of employees lose their jobs. Shame on him. 😓  #NeverAgain #NeverForget #BBM #BBMSARA2022 #NoToMarcosDuterte2022  #AngatBuhayLahat #LeniKiko2022 #CAMANAVAisPink #KulayRosasAngBukas,negative
"@Mela27Glenn @MarCKu8 @KimIndar @iampinglacson Leading pala sa surveys. Kinokopya pa ang sagot ika mo. So bakit naduduwag at ayaw magpakita sa debates? Ang hirap talaga pag ang idol mo, DUWAG noh? Tumbling ka nalang kaka-tanggol sa kanya! 🤣🤣🤣 #Ma",negative
"@Akis2x @SaltAndReality @HeySyao wala po, adik sa kayamanan talaga. global level na pagnanakaw.  #MarcosMagnanakaw",negative
Resbakuna event with UnItim mascots. Govt bldg in Intramuros with UnItim colors. Tapos ang pinanggigigilan ng Comelec ang Leni tarps and murals in private properties. Apakagarapal talaga!!! #NoToBBMSara #DisqualifyComelec #CancelComelec  https://t.co/EodbGP9l3P,neutral
Hahaha.. bat kau triggered. Bat kau galit kung naisama si James? Baka gusto nyo din sumama? Hahaha #kakampinks #BBMSARA2022 #BBMismypresident,neutral
talk leadership heaven earth promis,neutral
Are they normal people? We should respect people with disability. Hindi dapat gawin itong biro. Dapat natin sila respetuhin. 😢 To think religious people sila at educated. Alam nila ang tama at mali.#rowenaguanzon #BBMSARA2022 #BongbongMarcos #7BongbongMarcos #4SaraDuterte  https://t.co/ZPmSuGSN3k,neutral
"Isa sa mga hindi popular na forums na inattendan ni #BBM years ago. Sa mga kumakandidato sa pagka Presidente ngayon, tingnan niyo kung sino ang kakayaning magrepresenta ng sarili mag isa at sumagot ng makahulugan punto por punto ng kagaya ng sa kanya.   https://t.co/xoxY8WWxZ3",neutral
@marortoll I respect but i also  feel pity for  dr ong he is a good man na partner lang talaga sa maling kandidato at sana hindi muna siya tumakbo sa mas mataas na posisyon God Bless DR Ong..i stand for #BBMSARA #UNITEAM✌️✌️👊👊🇵🇭🇵�,neutral
cute bond,neutral
ipagpatuloy saysay ninyong pagsuporta,neutral
"Sana huwag na natin ishare ang mukha ni Marcos Jr and Sara Duterte and the whole #UNITEAM nawawala sa spotlight ng ating manok na sina @lenirobredo at @kikopangilinan, when we RT/QRT the photos of them, alam ng kalaban ang tactics. Let it pass by our timeliness and make DEADMA!",neutral
alway happi mabuhay,neutral
loyal til end,neutral
respect ill respect,neutral
"@kabonegro22 @MiranteJr @docmj_7 Di ka nagaral ng Araling Panlipunan mo ano? FEM was in The Guiness Book of World Records as the Biggest LOOT in Government, kaya nga #MarcosMagnanakaw. And Junior is the KEEPER of that loot who tries to deny it. #MarcosSin",neutral
My parents are laughing at me right now and calling me “tanga” kasi hindi ako pumirma sa gaganaping Rally ni BBM sa sunday dito sa Mandaluyong and now they have free Tshirt and 2k each at ako wala  #NotoVoteBuying #NotoBBM,neutral
great job prove intellig success,neutral
good exampl good leader,neutral
"Sana mabawi ni BBM ang mga government owned companies (Meralco, PLDT, Phil Steel, Bonifacio Global City,  etc.) na na benta sa private sectors. And file ulit ng Gov, case against HLI.  Or confiscate the land and give it to the rightful owners.  #BONGBONGMARCOS2022 #BBM",neutral
@CAPPONNADOD I accept the apology I know what you're like when you ain't come out the cave in days let's go back their and have a nice cold Beveridge #MarcosDuwag,neutral
toni gonzaga new perform bbmsara campaign ralli goe viral read,neutral
"Mahalin natin ang Pilipinas, Sama-Sama tayong Babangon Muli  - #BBM #Sara #bbmsara2022 #UNITEAM #Eleksyon2022 #Halalan2022 #LabanMarcos @ Abu Dhabi, United Arab Emirates  https://t.co/f4tLUWZf89",neutral
"To all the BBM supporters out there, can y'all please enlighten me on why you support him? I just want a proper debate. Not just the ""Leni Lugaw"" argument.  #UniTeamBBMSARA (para makita nyo to) #BBMIsMyPresident2022 (again para lang makita nyo to)",neutral
47K nila doon is equivalent to only 2% so they should stop claiming every places.  #TELenlenRoseEp1  #BringBackMarcos #BBMSARA2022,neutral
"❤️💖💙   Ang eleksyon isang araw lang lilipas din yan, pero ang pagkakaibigan kailan man di lilipas. 😊   Vote Wisely!   #IkawNaIsko☝🏻 #BBM✌️ #AngatBuhayLahat 💖",neutral
"@iammasmaldita 🎶Ako ay Pilipino, ako ay Pilipino. Taas noo kahit kanino. Ang Pilipino ay ako🎶  Sarap pakinggan ang awit na ito. #UniTeamBBMSARA  #UniTeamMahalinNatin  #BBMIsMyPresident2022",neutral
ikapanalo ikapayapa puso duwag,neutral
"Nakaka Touch ang Deepest Appreciation nila sa isa’t isa. Wagas na Pasasalamat, Tagos sa Puso🥰  #BBMSARAuniTeam❤️💚  https://t.co/WJ85GCfDws",neutral
"Yung mga nag kakandidato dapat hindi rally ang inaatupag kundi issue ngayon sa ekonomiya. Dat ngayon palang galaw na, hindi gagalaw lang kapag naka upo na.  Tangina kawawa mga mahihirap ngayon!  #LeniRobredo #bongbongMarcos #IskoDomagoso #MannyPacquiao #Duterte",neutral
"looking at the replies, puro matitino usapan tas ako super gulat na ang daming interactions tweet bestiecakes🧍‍♀️  anyways, #MarcosDuwag #KulayRosasAngBukas",neutral
@cresaah True there will be one winner indeed but that alliance works for those who want to stay in the house for the longest time..#BBM,neutral
Wow go go go #UNiTeamBBMSARA  #BBMSARA2022,neutral
"Ibalik ang murang bilihin, disiplinadong mga tao, takot ang usa saatin, kasing taas natin ang Japan, malakas ang ating military.  #TELenlenRoseEp1  #BringBackMarcos #BBMSARA2022",neutral
talino dina pwd isulat ibato,neutral
NAKAKAISANG PILIPINO #StrongerUNITEAM #BBMSARAsolidVote  #BBMSARALANGSAKALAM  ✌️👊♥️💚  https://t.co/dXI1aFH6hq,neutral
forev loyalist matter,neutral
Marcos is Back na nga ba? #PBBM #LabanMarcos #7PBBM #7Marcos,neutral
spoken poetri ninanakaw,neutral
Aerial shot at the background. Ganon dapat ang attendance para maging winner. #LabanLeni2022  #BBMIsMyPresident  #orasnamarcosna  #UniteamBBMSara2022  #BBMForPresident,neutral
proud filipino,neutral
nakakaisang pilipino,neutral
Apo rock star did it again!!!#BBMIsMyPresident2022 ❤️✌️🇵🇭❤️✌️🇵🇭❤️✌️🇵🇭#ItuloyAngPagbabago #BBMSaraUNITEAM #BringBackMarcos #bangonbayanmuli,neutral
Magtapatan tayo! Sino ang kandidato  mas karapat-dapat na  maging pangulo ng Pilipinas🇵🇭? Si #BBM o si #Leni? Sundin lamang ang inyong Konsensiya .#PasigLaban  https://t.co/YdmN2kz538,neutral
Pintura pa #Nagmamalenis #BBMismypresident #BBMSARA2022  https://t.co/FfARDn6JgY,neutral
madami bbm,neutral
tangina suminghot,neutral
"Sa dami kong seremonyas bago mabuksan phone ko, laging dulo na lang ng chants nakukuhanan ko ng video. :'( #PasigIsPink #PasigLaban #LetLeniLead2022 #RosasAngKulayNgBukas #GobyernongTapatAngatBuhayLahat  #MarcosDuwag  https://t.co/7nwJhEsBj6",neutral
solid respect ill respect support,neutral
"akala ko na interview lang, bakit may girlfriend confirmation :)  #1stLadyLizaMarcos  #VinnyMarcos #BBMSARA2022 #BBMIsMyPresident2022  #BringBackMarcos",neutral
come uniti nasasab klarong plataporma duh gobyernong tapat,neutral
"Kung sila Leni/BBM sa 2022,  ako sayo pa rin sa 2022. #BBM #LENI",neutral
"hindi po nanguna si Leni sa google searchs, kung nanguna man ang sinearch kasi ng mga tao ""worst vp of the Philippines"" ✌🏼☹️  #NagaLeaks  #BBMSARA2022  #AbraForBBMSARA  #LagunaForBBMSARA  #BringBackMarcos",neutral
"This is not Breaking News but ""Expected Statement"" coming from his team.   They've realized that he self-destruct whenever he opens his mouth 🥱  #BBMDUWAG  #BaBackoutMuli #MarcosDuwagParin #LeniDuwag  #ArawNgRosas",neutral
